state,electoral.district,office.name,official.name,address,phone,website,email,party
IN,Indianapolis City Council District 19,City Councillor District 19,David Ray,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_19.aspx,david.ray@indy.gov,
IN,Indianapolis City Council District 20,City Councillor District 20,Jason Holliday,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_20.aspx,jasonhollidayccc20@gmail.com,
IN,Indianapolis City Council District 21,City Councillor District 21,Frank Mascari,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_21.aspx,frank.mascari@indy.gov,
IN,Indianapolis City Council District 22,City Councillor District 22,Jared Evans,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_22.aspx,jaredevans79@gmail.com,
IN,Indianapolis City Council District 23,City Councillor District 23,Scott Kreider,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_23.aspx,saas.kreider@yahoo.com,
IN,Indianapolis City Council District 24,City Councillor District 24,Jack Sandlin,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_24.aspx,jack.sandlin@att.net,
IN,Indianapolis City Council District 25,City Councillor District 25,Aaron Freeman,"City-County Building, 200 E. Washington St., Indianapolis, IN 46204",,http://www.indy.gov/eGov/Council/Councillors/Biography/Pages/district_25.aspx,aaronfreemanlaw@gmail.com,
IN,Indianapolis,Mayor,Joe Hogsett,"200 East Washington Street Indianapolis, Indiana 46204",(317) 327-3601,http://www.indy.gov/eGov/mayor/Pages/home.aspx,,
FL,Jacksonville City Council District 1,City Council Member District 1,Joyce Morgan,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1389,http://www.coj.net/city-council.aspx#feature01,joycemorgan@coj.net,
FL,Jacksonville City Council District 2,City Council Member District 2,Al Ferraro,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1392,http://www.coj.net/city-council.aspx#feature01,ferraro@coj.net,
FL,Jacksonville City Council District 3,City Council Member District 3,Aaron L. Bowman,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1386,http://www.coj.net/city-council.aspx#feature01,abowman@coj.net,
FL,Jacksonville City Council District 4,City Council Member District 4,Scott Wilson,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1394,http://www.coj.net/city-council.aspx#feature01,swilson@coj.net,
FL,Jacksonville City Council District 5,City Council Member District 5,Lori N. Boyer,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1382,http://www.coj.net/city-council.aspx#feature01,LBoyer@coj.net,
FL,Jacksonville City Council District 6,City Council Member District 6,Matt Schellenberg,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1388,http://www.coj.net/city-council.aspx#feature01,MattS@coj.net,
FL,Jacksonville City Council District 7,City Council Member District 7,Reggie Gaffney,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1384,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville City Council District 8,City Council Member District 8,Katrina Brown,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1385,http://www.coj.net/city-council.aspx#feature01,rgaffney@coj.net,
FL,Jacksonville City Council District 9,City Council Member District 9,Garrett L. Dennis,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1395,http://www.coj.net/city-council.aspx#feature01,kbrown@coj.net,
FL,Jacksonville City Council District 10,City Council Member District 10,Reginald L. Brown,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1684,http://www.coj.net/city-council.aspx#feature01,garrettd@coj.net,
FL,Jacksonville City Council District 11,City Council Member District 11,Danny Becton,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1383,http://www.coj.net/city-council.aspx#feature01,RBrown@coj.net,
FL,Jacksonville City Council District 12,City Council Member District 12,Doyle Carter,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1380,http://www.coj.net/city-council.aspx#feature01,dbecton@coj.net,
FL,Jacksonville City Council District 13,City Council Member District 13,Bill Gulliford,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1397,http://www.coj.net/city-council.aspx#feature01,doylec@coj.net,
FL,Jacksonville City Council District 14,City Council Member District 14,Jim Love,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1390,http://www.coj.net/city-council.aspx#feature01,Gulliford@coj.net,
FL,Jacksonville,City Council Member At-Large Group 1,Anna Lopez Brosche,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1377,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville,City Council Member At-Large Group 2,John R. Crescimbeni,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1377,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville,City Council Member At-Large Group 3,Tommy Hazouri,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1377,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville,City Council Member At-Large Group 4,Greg Anderson,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1377,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville,City Council Member At-Large Group 5,Samuel Newby,"117 West Duval St., Suite 425 Jacksonville, FL 32202",(904) 630-1377,http://www.coj.net/city-council.aspx#feature01,,
FL,Jacksonville,Mayor,Lenny Curry,"City Hall at St. James Building 117 W. Duval St.  Suite 400 Jacksonville, FL  32202",(904) 630-1776,http://www.coj.net/mayor.aspx,MayorLennyCurry@coj.net,
CA,Los Angeles City Council District 1,City Councilmember District 1,Gilbert Cedillo,"City Hall Office 200 N. Spring St., Room 460 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd1.lacity.org,councilmember.cedillo@lacity.org,
CA,Los Angeles City Council District 2,City Councilmember District 2,Paul Krekorian,"City Hall Office 200 N. Spring St., Room 435 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd2.lacity.org,councilmember.Krekorian@lacity.org,
CA,Los Angeles City Council District 3,City Councilmember District 3,Bob Blumenfield,"City Hall Office 200 N. Spring St., Room 415 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd3.lacity.org,councilmember.blumenfield@lacity.org,
CA,Los Angeles City Council District 4,City Councilmember District 4,David E. Ryu,"City Hall Office 200 N. Spring St., Room 425 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd4.lacity.org,david.ryu@lacity.org,
CA,Los Angeles City Council District 5,City Councilmember District 5,Paul Koretz,"City Hall Office 200 N. Spring St., Room 440 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd5.lacity.org,paul.koretz@lacity.org,
CA,Los Angeles City Council District 6,City Councilmember District 6,Nury Martinez,"City Hall 200 N. Spring Street, Room 470 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd6.lacity.org,councilmember.martinez@lacity.org,
CA,Los Angeles City Council District 7,City Councilmember District 7,Felipe Fuentes,"200 North Spring Street, Room 455 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd7.lacity.org,councilmember.fuentes@lacity.org,
CA,Los Angeles City Council District 8,City Councilmember District 8,Marqueece Harris-Dawson,"City Hall 200 N. Spring Street, Room 450 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd9.lacity.org,councilmember.harris-dawson@lacity.org,
CA,Los Angeles City Council District 9,City Councilmember District 9,"Curren D. Price, Jr.","200 North Spring Street, Suite 420 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd10.lacity.org,councilmember.price@lacity.org,
CA,Los Angeles City Council District 10,City Councilmember District 10,"Herb J. Wesson, Jr.","200 N. Spring Street, Room 430 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd11.lacity.org,councilmember.wesson@lacity.org,
CA,Los Angeles City Council District 11,City Councilmember District 11,Mike Bonin,"200 N. Spring Street, Room 475 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd12.lacity.org,councilmember.bonin@lacity.org,
CA,Los Angeles City Council District 12,City Councilmember District 12,Mitchell Englander,"200 North Spring Street, Room 405 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd13.lacity.org,councilmember.englander@lacity.org,
CA,Los Angeles City Council District 13,City Councilmember District 13,Mitch O'Farrell,"200 N. Spring Street, Room 480 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd14.lacity.org,councilmember.ofarrell@lacity.org,
CA,Los Angeles City Council District 14,City Councilmember District 14,Jose Huizar,"200 N. Spring Street, Room 465 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd15.lacity.org,councilmember.huizar@lacity.org,
CA,Los Angeles City Council District 15,City Councilmember District 15,Joe Buscaino,"City Hall Office 200 N. Spring St., Room 410 Los Angeles, Ca 90012 ",(213) 473-3231,http://cd15.lacity.org/CONTACT/index.htm,councilmember.buscaino@lacity.org,
CA,Los Angeles,Mayor,Mayor Eric Garcetti,"200 N. Spring St. Los Angeles, CA 90012",(213) 978-0600,http://www.lamayor.org/,mayor.garcetti@lacity.org,
NY,New York City Council District 17,City Council Member District 17,District 17 - Vacant,"384 E. 149th St., 3rd Ave. Suite 300 Bronx, NY 10455",718-402-6130,http://council.nyc.gov/d17/html/members/home.shtml,,Unknown
NY,New York City Council District 42,City Council Member District 42,Inez Barron,"718 Pennsylvania Ave. Brooklyn, New York 11207",718-649-9495,http://council.nyc.gov/d42/html/members/home.shtml,,Democrat
NY,New York City Council District 51,City Council Member District 51,Joe Borrelli,"3944 Richmond Avenue Staten Island, New York 10312",718-984-5151,http://council.nyc.gov/d51/html/members/home.shtml,borelli@council.nyc.gov,Republican
NY,New York City Council District 14,City Council Member District 14,Fernando Cabrera,"107 East Burnside Ave Bronx, NY 10453",347-590-2874,http://council.nyc.gov/d14/html/members/home.shtml,,Democrat
NY,New York City Council District 1,City Council Member District 1,Margaret Chin,"Chatham Green 165 Park Row, suite #11 New York, NY 10038",212-587-3159,http://council.nyc.gov/d1/html/members/home.shtml,chin@council.nyc.gov,Democrat
NY,New York City Council District 11,City Council Member District 11,Andrew Cohen,"Kingsbridge Office: 277 West 231st Street Bronx, NY 10463",(718) 549-7300,http://council.nyc.gov/d11/html/members/home.shtml,District11@council.nyc.gov,Democrat
NY,New York City Council District 36,City Council Member District 36,Robert Cornegy,"1360 Fulton Street Suite 500 Brooklyn, NY 11216",718-919-0740,http://council.nyc.gov/d36/html/members/home.shtml,RCornegy@council.nyc.gov,Democrat
NY,New York City Council District 22,City Council Member District 22,Costa Constantinides,"31-09 Newtown Avenue Suite 209, Astoria NY 11102",718-274-4500,http://council.nyc.gov/d22/html/members/home.shtml,costa@council.nyc.gov,Democrat
NY,New York City Council District 30,City Council Member District 30,Elizabeth Crowley,"Atlas Park Mall - 71-19 80th Street, Suite 8-303 Glendale, NY 11385",(718) 366-3900,http://council.nyc.gov/d30/html/members/home.shtml,ecrowley@council.nyc.gov,Democrat
NY,New York City Council District 35,City Council Member District 35,Laurie Cumbo,"1 Hanson Pl Suite 201 Brooklyn, NY 11243",718-260-9191,http://council.nyc.gov/d35/html/members/home.shtml,LCumbo@council.nyc.gov,Democrat
NY,New York City Council District 48,City Council Member District 48,Chaim M. Deutsch,"2401 Avenue U Brooklyn, NY 11229",718-368-9176,http://council.nyc.gov/d48/html/members/home.shtml,cdeutsch@council.nyc.gov,Democrat
NY,New York City Council District 9,City Council Member District 9,Inez E. Dickens,"Adam Clayton Powell Jr. Blvd. 163 W. 125 Street New York, NY 10027",212-678-4505,http://council.nyc.gov/d9/html/members/home.shtml,,Democrat
NY,New York City Council District 25,City Council Member District 25,Daniel Dromm,"37-32 75th St. Jackson Heights, New York 11372",718-803-6373,http://council.nyc.gov/d25/html/members/home.shtml,,Democrat
NY,New York City Council District 37,City Council Member District 37,Rafael Espinal,"786 Knickerbocker Avenue  Brooklyn, NY 11207",718-642-8664,http://council.nyc.gov/d37/html/members/home.shtml,REspinal@council.nyc.gov,Democrat
NY,New York City Council District 40,City Council Member District 40,Mathieu Eugene,"123 Linden Boulevard Brooklyn, New York 11226",718-287-8762,http://council.nyc.gov/d40/html/members/home.shtml,mathieu.eugene@council.nyc.gov,Democrat
NY,New York City Council District 21,City Council Member District 21,Julissa Ferreras,"32-33A Junction Blvd East Elmhurst, NY 11369",718-651-1917,http://council.nyc.gov/d21/html/members/home.shtml,CD21invites@council.nyc.gov,Democrat
NY,New York City Council District 4,City Council Member District 4,Daniel R. Garodnick,"211 East 43rd Street Suite 1205 New York, NY 10017",212-818-0580,http://council.nyc.gov/d4/html/members/home.shtml,,Democrat
NY,New York City Council District 43,City Council Member District 43,Vincent J. Gentile,"8018 5th Avenue Brooklyn, NY 11209",718-748-5200,http://council.nyc.gov/d43/html/members/home.shtml,vgentile@council.nyc.gov,Democrat
NY,New York City Council District 16,City Council Member District 16,Vanessa L. Gibson,"1377 Jerome Avenue Bronx, New 10452",718-588-7500,http://council.nyc.gov/d16/html/members/home.shtml,District16Bronx@council.nyc.gov,Unknown
NY,New York City Council District 44,City Council Member District 44,David G. Greenfield,"4424 16th Avenue Brooklyn, New York 11204",718-853-2704,http://council.nyc.gov/d44/html/members/home.shtml,dgreenfield@council.nyc.gov,Democrat
NY,New York City Council District 23,City Council Member District 23,Barry Grodenchik,"73-03 Bell Boulevard Oakland Gardens, NY 11364",718-468-0137,http://council.nyc.gov/d23/html/members/home.shtml,m23@council.nyc.gov,Democrat
NY,New York City Council District 3,City Council Member District 3,Corey Johnson,"224 West 30th St (Suite 1206) New York, NY 10001",(212) 564-7757,http://council.nyc.gov/d3/html/members/home.shtml,district3@council.nyc.gov,
NY,New York City Council District 12,City Council Member District 12,Andy King,"940 East Gun Hill Road Bronx, NY 10467",718-684-5509,http://council.nyc.gov/d12/html/members/home.shtml,Andy.King@council.nyc.gov,Unknown
NY,New York City Council District 5,City Council Member District 5,Ben Kallos,"244 East 93rd Street New York, NY 10128",212-860-1950,http://council.nyc.gov/d5/html/members/home.shtml,BKallos@council.nyc.gov,Democrat
NY,New York City Council District 20,City Council Member District 20,Peter Koo,"135-27 38 Ave, Suite 388 Flushing, NY 11354",718-888-8747,http://council.nyc.gov/d20/html/members/home.shtml,pkoo@council.nyc.gov,Democrat
NY,New York City Council District 29,City Council Member District 29,Karen Koslowitz,"118-35 Queens Blvd, 17th Floor Forest Hills, NY 11375",718-544-8800,http://council.nyc.gov/d29/html/members/home.shtml,Koslowitz@council.nyc.gov,Democrat
NY,New York City Council District 24,City Council Member District 24,Rory I. Lancman,"78-40 164th Street Hillcrest, NY 11366",718-217-4969,http://council.nyc.gov/d24/html/members/home.shtml,RLancman@council.nyc.gov,Democrat
NY,New York City Council District 39,City Council Member District 39,Brad Lander,"456 5th Ave Brooklyn, NY 11215",718-499-1090,http://council.nyc.gov/d39/html/members/home.shtml,lander@council.nyc.gov,Democrat
NY,New York City Council District 33,City Council Member District 33,Stephen Levin,"410 Atlantic Avenue Brooklyn, NY 11217",718-875-5200,http://council.nyc.gov/d33/html/members/home.shtml,slevin@council.nyc.gov,Democrat
NY,New York City Council District 7,City Council Member District 7,Mark Levine,"500 West 141st Street New York, NY 10031",212-928-6814,http://council.nyc.gov/d7/html/members/home.shtml,District7@council.nyc.gov,Democrat
NY,New York City Council District 46,City Council Member District 46,Alan Maisel,"2424 Ralph Avenue Brooklyn, New York 11234",718-241-9330,http://council.nyc.gov/d46/html/members/home.shtml,AMaisel@council.nyc.gov,Democrat
NY,New York City Council District 8,City Council Member District 8,Melissa Mark-Viverito,"Manhattan 105 East 116th Street New York, NY 10029",212-NEW-YORK,http://council.nyc.gov/d8/html/members/home.shtml,mviverito@council.nyc.gov,Unknown
NY,New York City Council District 50,City Council Member District 50,Steven Matteo,"900 South Avenue, Suite 403 Staten Island, NY 10314",718-980-1017,http://council.nyc.gov/d50/html/members/home.shtml,SMatteo@council.nyc.gov,Unknown
NY,New York City Council District 41,City Council Member District 41,Darlene Mealy,"1757 Union Street, 2nd Floor Brooklyn, NY 11213",718-953-3097,http://council.nyc.gov/d41/html/members/home.shtml,,Democrat
NY,New York City Council District 38,City Council Member District 38,Carlos Menchaca,"4417 4th Avenue, Ground Floor Brooklyn, NY 11220",718-439-9012,http://council.nyc.gov/d38/html/members/home.shtml,info38@council.nyc.gov ,Democrat
NY,New York City Council District 2,City Council Member District 2,Rosie Mendez,"237 First Ave Suite 504 New York, NY 10003",212-677-1077,http://council.nyc.gov/d2/html/members/home.shtml,Rmendez@council.nyc.gov ,
NY,New York City Council District 27,City Council Member District 27,I. Daneek Miller,"172-12 Linden Boulevard  St. Albans, NY 11434",718-776-3700,http://council.nyc.gov/d27/html/members/home.shtml,District27@council.nyc.gov,Democrat
NY,New York City Council District 18,City Council Member District 18,Annabel Palma,"1041 Castle Hill Avenue Bronx, New York 10472",718-792-1140,http://council.nyc.gov/d18/html/members/home.shtml,apalma@council.nyc.gov,Democrat
NY,New York City Council District 34,City Council Member District 34,Antonio Reynoso,244 Union Ave Brooklyn NY 11211,718-963-3141,http://council.nyc.gov/d34/html/members/home.shtml,areynoso@council.nyc.gov ,Democrat
NY,New York City Council District 10,City Council Member District 10,Ydanis Rodriguez,"618 W. 177th Street, Ground Floor New York, NY 10033",917-521-2616,http://council.nyc.gov/d10/html/members/home.shtml,yrodriguez@council.nyc.gov,Democrat
NY,New York City Council District 31,City Council Member District 31,Donovan Richards Jr.,"(Rockaway Office)  1931 Mott Avenue, Suite 410 Far Rockaway, NY 11691",212-NEW-YORK,http://council.nyc.gov/d31/html/members/home.shtml,drichards@council.nyc.gov,Democrat
NY,New York City Council District 49,City Council Member District 49,Deborah Rose,"130 Stuyvesant Place 6th Floor, Room 602 Staten Island, New York 10301",718-556-7370,http://council.nyc.gov/d49/html/members/home.shtml,DROSE@Council.nyc.gov,Democrat
NY,New York City Council District 6,City Council Member District 6,Helen Rosenthal,"563 Columbus Ave  (at the corner of 87th St.) New York, New York 10024",(212) 873-0282,http://council.nyc.gov/d6/html/members/home.shtml,Helen@HelenRosenthal.com,Democrat
NY,New York City Council District 15,City Council Member District 15,Ritchie Torres,573 East Fordham Road,718-842-8100,http://council.nyc.gov/d15/html/members/home.shtml,,Democrat
NY,New York City Council District 47,City Council Member District 47,Mark Treyger,Coney Island 445 Neptune Avenue,212-NEW-YORK,http://council.nyc.gov/d47/html/members/home.shtml,,Democrat
NY,New York City Council District 32,City Council Member District 32,Eric Ulrich,Ozone Park District Office 93-06 101st Avenue Ozone Park 11416,212-NEW-YORK,http://council.nyc.gov/d32/html/members/home.shtml,eulrich@council.nyc.gov,Republican
NY,New York City Council District 13,City Council Member District 13,James Vacca,"3040 East Tremont Ave. Room 104 Bronx, New York 10461",718-931-1721,http://council.nyc.gov/d13/html/members/home.shtml,jvacca@council.nyc.gov,Democrat
NY,New York City Council District 19,City Council Member District 19,Paul Vallone,"42-40 Bell Boulevard, Suite 507 Bayside, New York 11361",718-619-8611,http://council.nyc.gov/d19/html/members/home.shtml,district19@council.nyc.gov,Democrat
NY,New York City Council District 26,City Council Member District 26,Jimmy Van Bramer,"47-01 Queens Boulevard  Suite 205  Sunnyside, NY 11104",718-383-9566,http://council.nyc.gov/d26/html/members/home.shtml,JVanBramer@council.nyc.gov,Democrat
NY,New York City Council District 45,City Council Member District 45,Jumaane D. Williams,"4517 Avenue D Brooklyn, NY 11203",718-629-2900,http://council.nyc.gov/d45/html/members/home.shtml,JWilliams@council.nyc.gov,Democrat
NY,New York City Council District 28,City Council Member District 28,Ruben Wills,"95-26 Sutphin Blvd Jamaica, NY 11435",718-206-2068,http://council.nyc.gov/d28/html/members/home.shtml,,Democrat
NY,New York City,Mayor,Bill de Blasio,"City Hall New York, NY 10007",212-NEW-YORK,http://www1.nyc.gov/office-of-the-mayor/index.page,,
PA,Philadelphia City Council District 5 ,City Council Member District 5 ,Council President Darrell L. Clarke,"City Hall, Room 494 Philadelphia, PA 19107-3290","(215) 686-2070, (215) 686-1954",http://phlcouncil.com/DarrellClarke/,,
PA,Philadelphia City Council District 1 ,City Council Member District 1 ,Councilman Mark Squilla,"City Hall, Room 332 Philadelphia, PA 19107-3290","(215) 686-3458, (215) 686-3459",http://phlcouncil.com/MarkSquilla,,
PA,Philadelphia City Council District 2 ,City Council Member District 2 ,Councilman Kenyatta Johnson,"City Hall, Room 580 Philadelphia, PA 19107-3290","(215) 686-3412, (215) 686-3413",http://phlcouncil.com/KenyattaJohnson,,
PA,Philadelphia City Council District 3 ,City Council Member District 3 ,Councilwoman Jannie Blackwell,"City Hall, Room 408 Philadelphia, PA 19107-3290","(215) 686-3418, (215) 686-3419",http://phlcouncil.com/JannieBlackwell,,
PA,Philadelphia City Council District 4 ,City Council Member District 4 ,"Councilman Curtis Jones, Jr. ","City Hall, Room 404 Philadelphia, PA 19107-3290","(215) 686-3416, (215) 686-3417",http://phlcouncil.com/CurtisJonesJr/,,
PA,Philadelphia City Council District 6 ,City Council Member District 6 ,Councilman Bobby Henon,"City Hall, Room 484 Philadelphia, PA 19107-3290","(215) 686-3444, (215) 686-3445",http://phlcouncil.com/BobbyHenon,,
PA,Philadelphia City Council District 7 ,City Council Member District 7 ,Councilwoman Maria D. Quinones-Sanchez,"City Hall, Room 330 Philadelphia, PA 19107-3290","(215) 686-3448, (215) 686-3449",http://phlcouncil.com/MariaQSanchez,,
PA,Philadelphia City Council District 8 ,City Council Member District 8 ,Councilwoman Cindy Bass,"City Hall, Room 312 Philadelphia, PA 19107-3290","(215) 686-3424, (215) 686-3425",http://phlcouncil.com/CindyBass,,
PA,Philadelphia City Council District 9 ,City Council Member District 9 ,Councilwoman Cherelle Parker,"City Hall, Room 577 Philadelphia, PA 19107-3290","(215) 686-3454, (215) 686-3455",http://phlcouncil.com/CherelleParker,,
PA,Philadelphia City Council District 10 ,City Council Member District 10 ,Councilman Brian J. O'Neill,"City Hall, Room 562 Philadelphia, PA 19107-3290","(215) 686-3422, (215) 686-3423",http://phlcouncil.com/BrianONeill,,
PA,Philadelphia,City Council Member At-Large,Councilwoman Blondell Reynolds Brown ,"City Hall, Room 581 Philadelphia, PA 19107-3290","(215) 686-3438, (215) 686-3439",http://phlcouncil.com/BlondellReynoldsBrown,,
PA,Philadelphia,City Council Member At-Large,Councilman Allan Domb ,"City Hall, Room 316 Philadelphia, PA 19107-3290","(215) 686-3414, (215) 686-3415",http://phlcouncil.com/AllanDomb/,,
PA,Philadelphia,City Council Member At-Large,Councilman Derek S. Green  ,"City Hall, Room 594 Philadelphia, PA 19107-3290","(215) 686-3450, (215) 686-3451",http://phlcouncil.com/DerekGreen,,
PA,Philadelphia,City Council Member At-Large,Councilman William K. Greenlee ,"City Hall, Room 508 Philadelphia, PA 19107-3290","(215) 686-3446, (215) 686-3447",http://phlcouncil.com/BillGreenlee,,
PA,Philadelphia,City Council Member At-Large,Councilwoman Helen Gym  ,"City Hall, Room 592 Philadelphia, PA 19107-3290","(215) 686-3420, (215) 686-3421",http://phlcouncil.com/HelenGym,,
PA,Philadelphia,City Council Member At-Large,Councilman David Oh  ,"City Hall, Room 319 Philadelphia, PA 19107-3290","(215) 686-3452, (215) 686-3453",http://phlcouncil.com/DavidOh,,
PA,Philadelphia,City Council Member At-Large,Councilman Al Taubenberger  ,"City Hall,  Room 582 Philadelphia, PA 19107-3290","(215) 686-3440, (215) 686-3441",http://phlcouncil.com/AlTaubenberger/,,
PA,Philadelphia,Mayor,James Kenney,"City Hall, Office 215 Philadelphia, PA 19107",(215) 686-2181,https://alpha.phila.gov/departments/mayor/,James.Kenney@phila.gov,
AZ,Phoenix City Council District 8,City Councilwoman District 8,Kate Gallego,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district8,https://www.phoenix.gov/district8/contact-district-8,
AZ,Phoenix City Council District 5,City Councilman District 5,Daniel Valenzuela,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district5,https://www.phoenix.gov/district5/contact-district-5,
AZ,Phoenix City Council District 4,City Councilwoman District 4,Laura Pastor,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district4,https://www.phoenix.gov/district4/contact-district-4,
AZ,Phoenix City Council District 7,City Councilman District 7,Michael Nowakowski,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district7,https://www.phoenix.gov/district7/contact-district-7,
AZ,Phoenix City Council District 6,City Councilman District 6,Councilman Sal DiCiccio,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district6,https://www.phoenix.gov/district6/contact-district-6,
AZ,Phoenix City Council District 1,City Councilwoman District 1,Thelda Williams,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district1,https://www.phoenix.gov/district1/contact-district-1,
AZ,Phoenix City Council District 3,City Councilman District 3,Bill Gates,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district3,https://www.phoenix.gov/district3/contact-district-3,
AZ,Phoenix City Council District 2,City Councilman District 2,Jim Waring,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/district2,https://www.phoenix.gov/district2/contact-district-2,
AZ,Phoenix,Mayor,Mayor Greg Stanton,"200 W. Washington St., 11th Floor Phoenix, AZ 85003",602-262-6011,https://www.phoenix.gov/mayor,,
TX,San Antonio City Council District 1,City Council Member District 1,Roberto C. Trevino,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7279 ,https://www.sanantonio.gov/council/d1,,
TX,San Antonio City Council District 2,City Council Member District 2,Alan E. Warrick II ,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7278 ,https://www.sanantonio.gov/council/d2,,
TX,San Antonio City Council District 3,City Council Member District 3,Rebecca J. Viagran,"City HallP.O. Box 839966San Antonio, TX 78283",210.207.7064,https://www.sanantonio.gov/council/d3,,
TX,San Antonio City Council District 4,City Council Member District 4,Rey A. Saldana,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7281 ,https://www.sanantonio.gov/council/d4,,
TX,San Antonio City Council District 5,City Council Member District 5,Shirley Gonzales,"City Hall Office  P.O. Box 839966  San Antonio, TX 78283",210.207.7043 ,https://www.sanantonio.gov/council/d5,,
TX,San Antonio City Council District 6,City Council Member District 6,Ray Lopez,"City Hall Office  P.O. Box 839966  San Antonio, TX 78283",210.207.7065 ,https://www.sanantonio.gov/council/d6,,
TX,San Antonio City Council District 7,City Council Member District 7,Cris Medina,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7044 ,https://www.sanantonio.gov/council/d7,,
TX,San Antonio City Council District 8,City Council Member District 8,Ron Nirenberg,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7086 ,https://www.sanantonio.gov/council/d8,,
TX,San Antonio City Council District 9,City Council Member District 9,Joe Krier,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7325 ,https://www.sanantonio.gov/council/d9,,
TX,San Antonio City Council District 10,City Council Member District 10,Mike Gallagher,"City Hall  P.O. Box 839966  San Antonio, TX 78283",210.207.7276 ,https://www.sanantonio.gov/council/d10,,
TX,San Antonio,Mayor,Mayor Ivy R. Taylor,"City Hall 100 Military Plaza San Antonio, TX 78205",210.207.7083,https://www.sanantonio.gov/mayor,Mayor.IvyTaylor@sanantonio.gov,
